ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.1277,196.9293,21636.0269,8.6982,205.7603,442.1567,19.5311,,5.1723,0
5.9566,156.0165,11484.2772,5.7766,350.2213,434.2986,14.6254,35.4084,2.1658,1
7.694,182.3098,28347.7672,6.1522,350.1254,511.6295,9.6794,65.9628,4.9473,1
,212.4112,37223.3995,5.9391,382.469,554.3159,15.8913,46.6674,4.9885,0
7.5977,189.7213,11843.8476,3.3922,412.2647,426.6601,11.2498,58.1339,3.813,1
5.3346,223.3057,30677.8558,7.7427,369.1822,436.829,14.0422,98.7284,4.5313,0
7.7447,203.2211,15787.0707,7.2748,399.2821,367.362,18.1406,58.0384,2.7465,0
6.8576,174.929,21426.7663,4.1422,396.2439,379.2411,17.7962,53.5671,4.6866,0
7.1526,147.9272,17133.0002,7.624,,469.2332,19.9332,72.9213,3.9293,0
6.4986,144.9933,22842.6089,6.0574,,306.5532,9.9422,48.5537,4.4486,1
5.5524,222.1579,400.0,7.0425,341.2716,506.2793,11.3745,60.7242,4.5369,1
5.0415,193.7777,14856.0005,7.0424,,383.0921,14.9832,46.858,3.9943,0
5.1771,200.4473,14422.7369,5.6469,336.0168,473.181,15.861,60.8134,4.2818,0
,196.6468,15860.4738,6.9168,330.298,530.2139,9.8224,76.0617,3.5861,1
6.3664,166.8229,23559.2727,6.719,250.1721,407.5393,16.9354,73.1436,3.9322,1
6.7981,184.0594,17878.0174,7.0625,368.9447,521.9012,18.5423,81.6041,4.308,0
6.0641,206.5239,11356.3159,5.4787,325.6393,331.1612,12.0112,51.9302,3.5434,1
7.7123,216.2851,25996.3541,4.8281,307.6976,447.7602,12.1847,50.7704,4.1993,1
5.0846,206.7809,18977.7914,6.2227,306.0741,477.2179,12.3418,90.841,4.3445,0
5.7693,154.0091,24593.6955,6.1664,250.6998,459.8816,13.3766,57.7472,1.9687,1
,160.7312,31832.6019,8.1208,291.031,410.8491,15.8499,86.349,3.2714,0
7.5296,155.2201,3616.0042,10.9262,,561.6196,12.7002,73.3446,3.5065,0
4.4905,195.1475,23389.3789,8.7435,,328.2015,17.635,91.7013,3.9022,0
8.1198,177.6276,18018.4776,5.5482,286.876,468.6864,11.8333,53.8244,3.6392,1
3.4632,189.2013,26111.9817,9.3436,298.797,524.6448,19.3852,76.1417,3.8986,0
5.0489,234.923,12945.6647,5.2871,260.715,460.3097,10.5156,64.3351,3.2281,1
5.0646,212.4579,31103.0854,8.7978,431.7341,461.1542,11.4124,68.9478,4.7204,0
7.7393,251.4059,20531.8054,4.5333,,414.0691,7.6374,41.5568,2.9624,1
5.5223,187.73,24559.152,7.1341,372.5714,462.7569,13.1962,65.1667,3.3164,1
8.0206,259.1092,15708.803,6.7398,283.3523,406.3128,11.3693,42.5788,2.6379,1
6.3474,210.7142,20277.4842,5.7993,282.4669,328.8512,13.2672,67.1446,3.3065,1
7.5654,202.5494,30235.7913,9.869,328.1063,529.3519,10.0,71.757,3.0228,0
8.6055,150.0955,19399.0314,5.6414,345.0134,372.3481,16.9796,85.0841,4.4355,0
6.5394,207.7405,20215.0595,6.0799,373.9132,442.3524,11.2996,77.4837,4.7906,1
8.3738,245.9301,25862.406,9.3086,363.4041,527.1659,14.1953,51.9623,5.2696,0
,160.8963,12449.0383,4.9007,377.2279,378.5335,11.1674,29.7647,3.613,1
5.1652,237.3596,23705.6251,9.8221,366.3941,472.2248,16.1685,72.4807,4.6865,0
,235.9059,21640.036,7.7182,343.9346,301.3774,15.6564,51.7932,3.2274,1
,246.4004,13290.2988,7.2821,378.0176,415.8166,15.0774,75.8946,4.4115,0
8.2395,125.1966,36691.2621,7.565,331.1114,405.9862,18.7909,100.1447,4.5385,0
5.6957,203.5947,26386.2533,6.6497,311.0697,459.7157,13.3025,59.8036,5.4801,0
6.6373,205.179,15575.3719,5.9042,435.6704,419.1528,10.1804,70.9029,3.5674,1
5.9897,159.3909,33005.3468,9.5777,280.9732,425.5953,12.9938,65.3998,4.7987,0
,182.0276,19379.5257,6.8947,353.9423,466.4025,19.1187,55.5978,5.0892,0
7.3739,188.3224,17866.0142,8.296,324.7912,430.51,16.4633,45.3692,1.562,1
,157.079,29338.0038,5.141,291.9489,493.3541,8.3523,64.7842,4.2476,1
,181.6002,19413.2864,8.7578,302.3379,592.3825,16.8201,86.9757,3.4712,1
7.5472,231.9878,24408.5525,5.4909,325.0451,392.5049,13.7279,48.7952,3.8895,1
7.3922,188.1699,17587.733,4.5311,366.0899,381.2116,13.8914,42.6188,2.7944,1
4.5097,165.5135,25722.5884,2.0297,296.8543,514.1414,15.3281,75.6651,3.4078,1
10.0204,200.7843,19269.2949,5.1996,277.9682,309.2956,12.1944,72.4291,4.4057,1
,214.8469,13441.5635,3.4419,316.809,412.0234,12.1688,58.0566,3.1495,1
5.4197,163.2905,16597.9258,7.1824,,456.3497,9.215,45.913,2.859,1
7.5071,165.9153,17952.3252,4.8361,,359.9346,10.4464,42.1982,3.9529,1
6.9186,180.5244,31413.6803,8.4899,,503.6898,17.3785,50.0,3.868,0
7.9684,181.0062,18946.3261,7.3969,361.1224,424.9703,16.9906,77.8938,4.5932,0
7.2026,180.8995,16632.3622,8.8466,363.4531,382.037,9.8455,69.2183,3.2215,1
,209.8148,19486.3801,10.028,412.8314,455.3283,17.8871,64.579,4.2255,0
5.2642,164.6092,15059.2174,5.2218,298.1627,359.7201,14.4707,67.4749,3.4205,1
7.3166,204.8855,26215.7974,10.2772,360.4401,510.1158,13.4511,96.1959,4.3694,0
7.7231,217.7837,13392.1498,6.164,302.864,468.3367,14.8761,75.1588,3.6594,0
7.2411,232.88,38923.3856,9.5627,,553.31,23.9574,56.5565,4.209,0
6.4662,143.1552,17319.2262,5.1208,351.1394,447.3496,14.3014,54.4564,4.547,1
4.9345,205.6021,25774.8974,5.6911,379.694,533.0665,11.3664,95.4524,3.5749,0
6.3459,200.3925,27034.7248,7.604,390.9996,423.441,16.3622,65.7894,3.7531,0
9.2326,196.7691,38000.7873,6.1565,337.5303,389.3141,22.3655,52.5898,4.4132,0
7.605,173.4705,15501.9401,9.0227,329.4734,343.5469,14.1379,47.3011,3.8027,1
9.811,175.892,18770.383,8.6407,,428.5281,13.3865,84.0712,3.4884,0
6.9507,201.7916,400.0,6.4134,361.3049,397.7872,17.8035,76.0989,4.4933,0
4.7941,212.7571,13835.9738,8.1981,262.6982,452.0003,23.4201,64.3928,4.2688,0
5.104,195.8839,15869.0543,6.3487,295.9931,415.4541,10.5423,62.3132,3.1785,1
6.339,212.0391,44909.1974,5.5508,330.9021,457.5648,7.6382,58.2358,3.9044,1
8.2688,123.4954,29574.4412,5.2814,295.9052,382.2105,11.3347,61.1037,2.8441,1
,223.8192,9841.6359,8.7469,301.4672,444.9111,13.5573,75.166,3.0,0
3.024,190.7865,28379.1547,3.9872,388.2468,494.6485,10.6483,55.6283,6.9,0
6.0539,187.6141,32843.7765,10.7327,329.1484,447.7929,18.0394,70.6675,4.4022,0
3.2101,201.7309,23154.4157,7.6766,,449.7622,15.9941,44.6876,5.0267,0
7.6327,162.3159,10227.024,8.8687,353.9403,586.9971,13.9821,87.8884,5.2247,0
8.1117,235.5244,27465.4112,7.5288,337.0935,430.1158,21.3905,93.5482,4.4251,0
,237.8333,9177.1438,5.9023,285.055,449.7749,9.255,67.5131,3.1122,1
9.9193,198.8584,27301.7983,6.0302,273.4836,419.6924,16.5684,,3.9989,1
4.8282,192.3708,13720.0663,5.6037,284.3992,386.0466,9.2968,84.256,4.9587,0
5.8723,234.6734,20394.857,6.3449,,478.895,13.8414,39.5739,3.2601,1
6.7197,204.9577,19078.7154,7.3256,208.2357,349.2463,10.0,83.0942,5.2552,0
5.7792,171.1035,19218.163,8.5091,380.1248,274.1916,11.3551,56.472,4.1503,1
4.2879,195.7262,27181.5604,9.7301,,453.304,17.7511,61.1163,5.0185,0
7.95,198.6087,14064.9634,6.393,288.6682,408.3909,7.2884,54.3136,2.7445,1
8.44,204.2577,37469.4827,3.6481,323.1795,422.9167,18.2734,74.0423,3.3932,0
5.184,250.087,13969.1503,9.7778,,539.0259,20.8829,57.6238,5.9565,0
7.6052,231.3217,30705.071,8.6066,369.2634,472.2876,16.1819,62.5588,5.4501,0
4.7591,181.4755,20225.3988,7.7675,464.1373,517.5515,20.2604,93.9398,4.957,0
7.7805,206.0539,14067.9844,9.0498,319.556,294.7036,11.768,105.9363,4.6442,0
10.425,230.9533,23201.1745,7.7643,,457.3008,15.3082,50.0,4.9668,0
7.3519,117.2082,23973.6965,6.4978,283.2432,364.6498,12.7121,83.13,1.9521,1
6.1513,170.569,25687.1319,6.6271,290.521,469.5889,15.3596,70.5841,3.9418,0
5.3766,161.6278,24787.8353,8.7238,277.2,579.7805,22.7379,63.3647,5.1482,0
7.3726,174.9891,19276.9086,9.4077,191.6864,464.9031,19.1033,71.2874,4.8469,0
11.2681,203.1802,11881.6443,8.4915,243.5205,449.6684,14.5219,92.5275,3.9131,0
4.136,153.8571,12343.5544,7.4469,,514.7671,14.8982,60.2863,3.7917,0
7.1615,205.0072,24428.0434,7.4337,310.704,379.2819,10.0663,62.0336,5.0169,1
9.0177,182.7082,16796.3997,6.3485,377.0275,492.6703,15.153,46.0863,2.8821,1
6.1021,224.3064,35557.5744,9.8354,,563.0754,21.2932,93.4322,4.5144,0
7.766,155.4654,11938.6569,5.4211,366.6534,458.0703,9.6074,55.2254,3.3661,1
6.1446,152.8284,10105.3184,6.5255,270.6391,347.1703,7.3412,62.1892,3.6709,1
6.962,236.246,10535.2147,7.9403,258.2655,315.4335,14.2677,60.1313,5.1104,0
6.4864,192.0307,31991.3936,7.9137,,448.9748,11.0743,52.9755,2.8382,0
7.3075,158.1818,18207.4951,5.9735,320.6099,594.4993,10.0232,68.3394,4.3051,1
7.2437,226.9067,30697.4294,5.6421,321.5684,334.4256,15.1783,57.6331,3.1047,1
9.0621,166.6349,23885.7757,4.2685,,398.5701,10.515,71.403,4.1792,1
7.442,175.0213,27915.4456,6.9616,,532.6313,23.1238,,3.8496,0
5.339,219.8674,25037.0279,7.4419,398.0225,522.8156,8.9343,67.6662,3.7284,1
5.7719,145.0548,35150.2385,10.6132,252.1283,512.5902,20.6003,66.6463,3.8771,0
7.866,240.7042,10714.0227,7.1966,,380.9045,13.3828,67.3366,4.5737,0
9.067,242.6791,17203.1483,7.1669,263.7552,386.3835,18.446,65.6373,5.3016,0
5.9364,216.5881,22614.8472,11.5297,402.0175,235.3452,9.4247,98.8028,5.039,0
4.0486,206.7574,15307.9911,6.7308,312.5158,393.3686,20.3169,82.1089,3.3681,0
4.9475,192.1959,8952.1818,6.2337,345.2782,487.384,13.1047,68.2069,4.2649,1
5.816,196.4593,34112.2262,9.4579,451.9893,343.1955,13.5189,73.0786,4.6367,0
,225.2879,38561.1582,6.1907,326.2843,305.9053,13.0564,50.0,4.4823,0
5.8734,234.5126,19776.7981,7.5928,,357.06,14.6698,110.3623,5.4376,0
4.4413,214.8385,16456.3774,8.0802,340.8801,465.6224,11.2504,,3.2712,0
8.6209,203.8745,13424.2521,7.1506,286.0402,437.9853,7.1068,60.8518,4.1649,1
5.1999,191.408,8883.5807,5.7417,,378.3781,13.1457,66.3729,4.2164,1
9.059,213.4862,4867.0529,5.5752,304.6221,361.0864,14.5513,51.73,1.6527,1
4.3707,176.8677,14063.3448,5.1591,351.5273,454.6164,8.8836,48.1373,5.049,0
9.8244,218.6378,16490.1406,11.1381,,448.6937,18.8267,71.205,4.8964,0
4.9495,199.6956,29717.0564,7.6684,382.0683,480.0738,9.0446,51.5852,3.526,1
9.1404,275.4378,34095.3234,5.25,347.8073,339.4618,14.5352,83.0092,5.6072,0
6.5862,268.4557,38833.302,7.3937,281.8874,410.7997,14.5463,78.6578,3.5425,0
6.2908,185.4927,14687.1246,5.1162,369.3378,419.0957,9.6529,30.6453,2.1312,1
5.8083,154.9133,11680.5045,6.7404,,389.6957,15.955,78.7278,4.3353,0
7.7757,247.8567,20241.3012,6.9038,313.2447,522.7549,18.9749,66.7181,3.4616,0
7.7574,175.436,21053.5353,5.7365,324.8915,536.2231,15.0894,63.163,5.1766,0
5.18,189.6672,12786.927,6.534,325.7846,453.232,13.6241,58.7842,2.3059,1
8.7704,158.5214,3233.1972,7.5207,420.487,510.8975,13.6291,91.3695,4.9645,0
6.1487,240.6126,42226.8894,8.4614,311.1796,456.9302,11.5258,76.1555,4.2151,0
7.8848,188.0937,27600.2367,9.7501,344.7777,329.4215,18.3842,52.0754,4.0204,0
,212.2738,23654.9197,6.9092,288.0046,361.3215,13.4217,74.7919,4.2692,1
5.3513,195.5765,21415.9473,5.6248,,449.1219,17.1636,55.9982,4.7641,0
6.2536,217.973,24074.3702,7.2994,373.4481,414.6853,15.5105,86.6029,4.6204,1
6.2987,128.9973,36095.6702,9.6086,284.5487,447.8168,7.6382,70.4171,3.9671,0
6.1522,202.0144,12456.1828,7.1473,,455.5174,13.3786,55.0282,4.6792,1
6.0842,212.2047,20848.9645,9.4865,413.002,461.0734,17.7901,74.1889,4.8409,0
4.1691,235.7455,30688.4947,4.9997,333.8936,417.8086,15.1253,28.7288,3.7061,0
8.1266,221.0633,23939.9806,6.5833,294.4391,327.7558,13.9659,27.4405,3.5834,1
,133.1436,16587.6217,8.4071,328.5458,456.0331,19.2364,96.477,4.6665,0
8.6195,178.9088,35415.9051,9.9331,350.2239,439.7919,19.7042,75.661,4.3651,0
6.0311,236.7824,25175.3039,8.2155,385.5923,535.8496,14.3861,61.4561,5.5384,0
,153.2543,11939.5989,10.3031,311.1416,454.8433,20.3935,89.9031,4.1052,0
6.3585,231.488,18054.7402,7.7136,,449.3676,12.2719,61.2239,4.5607,0
5.9438,240.1467,28639.9966,9.6015,328.7685,516.5169,16.6549,73.8081,4.9537,0
,135.0495,13279.3451,7.1347,298.1657,492.2998,8.7064,57.2207,3.2127,1
,230.3243,27073.5064,5.8452,373.4255,575.2839,18.6652,112.8132,5.1183,0
4.8891,149.5287,10558.1812,6.3132,354.9098,496.5643,10.9577,82.2907,3.6941,0
8.8472,226.005,35734.1082,6.1987,284.5221,546.9336,13.8246,69.7016,3.7738,0
8.8166,171.6584,31650.346,3.9645,316.0355,344.7219,11.2739,44.9398,3.5881,1
8.559,180.5928,12885.9018,11.1288,338.5604,369.6778,15.4435,105.1813,4.5407,0
9.5818,160.3357,10619.3446,8.9084,316.7984,350.9707,17.5936,75.6156,3.6723,0
4.9995,224.3288,14604.8025,5.1186,341.2896,380.0424,10.9697,75.3939,4.3102,1
7.6092,160.9077,16956.4982,6.5951,337.0704,505.2507,10.2047,61.0408,4.2161,1
9.5961,218.8091,25355.6189,9.2609,316.5937,414.205,10.5092,65.9125,3.2697,1
,136.1832,16640.7696,8.0,285.1221,409.5407,9.7181,31.3965,3.4449,1
7.6104,216.5171,32496.1976,9.292,289.6686,382.7468,11.7475,98.3914,3.6798,0
7.0951,219.929,16393.5194,6.4598,,467.3886,8.5343,52.2341,2.8711,1
6.8477,215.7875,27128.8721,5.9555,321.5105,443.2085,13.0231,54.9462,3.4241,1
7.4435,204.4272,16709.0652,6.8764,361.6626,516.813,13.6249,44.7505,3.4129,1
6.7018,201.8626,38211.5249,6.2854,339.7182,235.3172,10.5292,53.7296,4.3223,1
6.9959,178.369,15906.1995,6.3487,,292.092,9.0017,28.1302,3.5474,1
5.7416,211.3745,23995.8556,10.2351,366.4938,582.2517,20.1448,83.1559,4.8401,0
9.4064,215.7422,17730.746,7.0978,375.0444,318.7203,14.5489,56.2076,4.0408,0
7.4881,249.713,34018.9261,8.0062,,361.715,13.4304,78.6158,4.9754,0
8.3655,205.2733,35787.2482,9.3854,320.1182,515.0511,15.0571,69.1044,3.2574,0
,205.971,9954.3426,7.2678,322.611,527.9056,15.7525,72.7801,2.3401,0
6.6467,187.3769,18910.3605,8.3133,,474.2602,15.9181,49.7051,3.0979,1
6.2675,257.6641,5784.7803,8.7806,325.2095,301.8262,13.0202,70.156,4.6593,0
6.6406,247.9093,27171.2061,7.0811,315.2072,342.9976,16.6226,75.6175,4.2667,0
6.5937,211.7679,24227.2398,6.8229,337.0261,473.1033,12.9429,53.3329,6.2848,0
6.9243,224.3932,24299.7208,5.7076,,481.0634,8.757,57.6385,3.8106,1
5.7368,192.4195,29252.9287,9.2335,369.6328,402.3034,13.7662,80.6398,4.5469,0
7.6696,178.4517,30604.3917,6.7869,,546.5019,11.2152,77.3589,3.683,1
8.5546,225.4819,19169.0531,6.197,,502.3826,14.624,84.7403,4.125,0
8.4683,191.694,17012.9832,7.9563,391.0804,475.7083,21.5265,94.3516,3.9204,0
5.6254,202.3165,26430.0187,7.1192,,501.5168,15.1919,49.8579,4.2735,1
7.2325,207.09,31068.6783,11.7473,328.8049,422.6638,12.7007,74.6033,4.6584,0
8.2358,253.8686,3089.1563,7.3005,306.1154,520.4378,15.2811,109.6767,4.1,0
6.8664,231.091,26927.9072,9.163,336.5179,252.4153,9.2803,56.9807,4.1126,1
,185.461,18171.2296,6.482,,471.2826,11.8237,54.6738,4.0733,1
6.9339,209.0579,26318.3973,9.5087,431.4951,567.3202,16.5927,94.2988,4.0806,0
7.3437,243.4396,20478.9476,9.1806,426.8805,477.0344,16.4837,73.0194,3.9938,0
4.943,167.9532,13550.9969,5.8118,,395.601,16.6894,76.8908,3.3819,0
,163.3669,11754.6961,6.9168,269.7875,436.6566,15.4275,44.9279,3.567,1
6.712,128.3338,30905.3872,9.2862,,502.2188,12.2663,86.5698,3.0882,0
2.0,147.4425,14152.842,5.6583,315.0414,421.0149,16.0746,78.1991,4.739,0
7.2981,161.0126,17667.7722,5.6081,309.9883,308.1913,13.3048,62.7895,2.9599,1
7.3844,184.0135,14414.7887,9.3002,326.4468,437.4147,15.9203,93.347,4.6383,0
5.4155,233.53,8835.7508,6.0485,312.0646,475.9092,11.3835,52.9725,3.5079,1
,192.4473,24213.7856,8.5313,292.6427,461.9689,13.6348,64.3872,4.0834,0
5.4183,183.4404,12860.2399,6.5663,358.6084,360.2976,12.6044,69.57,4.524,1
7.9132,241.9024,25318.6152,7.3968,351.0472,447.6077,17.8072,40.7993,4.3597,0
9.1085,210.4434,17253.3808,8.2896,,405.2682,16.0617,79.7859,4.1194,0
7.0308,220.2507,19842.552,6.4668,390.9734,406.2799,20.833,55.5625,4.9714,0
,146.6222,22152.3778,8.6745,360.3525,414.9985,18.0071,76.6301,3.5714,0
4.4167,176.1456,36225.3895,7.4998,348.6302,417.0503,15.3471,92.19,4.0968,0
3.5212,177.6334,27468.3151,4.5177,312.786,420.4603,11.4087,48.4172,3.7954,1
7.5963,259.8658,19496.7235,8.8661,303.9794,409.2121,21.22,57.6888,4.7845,0
11.5,193.0069,28960.5628,6.6025,349.6376,596.9289,17.2106,113.9973,4.2333,0
6.0218,169.0642,36013.5468,6.5136,,445.7711,17.507,66.7172,4.0497,0
3.7028,174.609,15407.2782,8.2661,,581.3208,13.7263,55.7613,4.8824,0
8.0625,246.7132,21498.3781,4.6231,306.8244,482.9751,13.6324,86.2426,5.0316,1
5.3069,179.1561,17946.3327,4.5906,313.6727,297.2549,12.9469,52.0562,3.5997,1
7.9651,157.6079,31594.1812,6.2104,301.9981,305.3394,13.4654,59.3241,3.0966,1
5.2508,197.9685,38269.386,7.7415,,346.2523,10.7491,74.2827,3.8632,1
5.4796,205.0823,30581.8249,6.0711,243.3924,470.8255,10.6317,64.2446,3.6472,1
7.4259,227.3607,31437.3422,6.4622,399.9193,486.4385,13.6873,90.9094,4.0233,0
8.1746,183.1824,25503.0075,9.8778,311.5202,362.1862,17.7364,72.2831,3.7187,0
9.3776,196.7728,25017.997,6.8392,258.331,442.6437,8.2172,48.5711,2.7957,1
6.3644,247.7034,18440.5956,4.6487,321.1924,448.0574,9.9595,59.5884,4.5183,1
5.285,181.1727,17248.7244,7.5419,325.8979,344.5874,12.0964,51.97,3.508,1
5.1934,157.7406,9989.5756,5.2449,317.0615,462.0188,11.9138,58.4539,2.7194,1
,196.1428,12816.8162,6.4863,,347.9088,9.927,41.8563,3.3921,1
4.1753,253.7325,32292.4765,6.4987,,399.7963,10.0,83.122,3.7309,0
5.7522,144.0862,25498.8919,6.5893,,459.4634,12.3729,43.1332,1.8348,1
7.6562,187.6319,13695.7192,9.1676,,328.6959,13.9485,69.0696,3.9523,0
,190.2665,24868.7818,7.558,318.3155,392.3114,15.7816,68.4602,5.8456,0
7.9426,213.4639,20846.3295,5.5115,,441.6347,13.2943,53.8537,2.9373,1
9.6378,179.8922,32614.5398,5.1632,379.8234,390.5726,19.0223,71.1173,4.0178,0
5.7152,231.9941,25977.6169,5.0999,350.9594,411.0393,13.6474,82.7551,4.5447,0
7.6586,154.1743,23837.8087,4.2586,218.5497,404.6146,14.6518,58.411,3.7456,1
7.879,188.6532,13182.115,5.7716,332.353,349.3088,12.8482,39.0278,2.5464,1
7.9272,169.9945,24970.4681,6.947,,381.2576,15.7648,60.3082,2.6267,1
5.8598,230.6975,13768.8798,4.95,302.8535,403.249,10.8248,63.7284,4.5825,1
5.7154,218.6456,29142.043,8.6004,333.3146,591.1321,15.4036,92.8965,4.3295,0
,177.0907,10680.0008,7.4282,,354.052,12.7669,58.5837,2.9881,1
,201.6786,16488.3723,10.5695,,430.0515,16.395,93.7601,6.1779,0
7.6865,201.4186,5694.0444,10.68,345.7763,372.0317,17.1649,78.5451,4.6019,0
7.8534,247.1946,15201.6676,6.6067,434.1267,453.8341,16.962,91.4104,4.3681,0
9.4906,198.9894,6473.2725,7.3002,325.3264,369.1809,9.5179,68.9258,2.2036,1
9.367,199.6743,20720.7072,8.0434,383.7645,431.7248,11.6968,,2.8833,0
11.3874,158.9786,19863.3914,7.9917,322.7094,527.65,17.7018,87.458,4.4223,0
6.7663,156.3627,27118.8247,5.213,,427.4225,12.973,60.6423,4.4788,1
7.2412,281.698,36875.3302,8.822,379.6343,457.0041,17.2013,,4.5697,0
6.7884,214.2473,24945.7412,10.3759,346.2147,413.8505,17.714,76.526,3.3234,0
,172.5995,24607.7591,6.3558,285.6997,303.0023,17.2946,56.2293,2.9021,1
6.4468,183.746,15297.2006,6.31,306.8445,352.546,16.6157,61.7798,3.7872,1
,154.833,24446.0878,7.8074,,405.3543,8.2393,60.5183,2.7675,1
8.177,178.992,9914.7535,7.8494,383.4847,395.1629,19.5257,84.1127,4.7082,0
7.8681,184.6625,20320.5888,6.1829,336.7126,455.1958,12.9867,38.5551,3.5269,1
7.3687,200.4013,18255.5111,5.823,349.424,361.7588,8.6792,64.958,3.9357,1
9.0461,154.4791,7144.5606,3.1721,,490.5298,7.094,65.0061,3.3159,1
7.8833,184.3751,21323.8561,7.4838,334.9313,427.9966,22.9898,64.6113,5.5375,0
9.1924,177.9077,12837.1757,5.1005,327.7259,459.3837,9.3944,81.6648,3.5145,1
7.6531,189.9578,18905.049,9.1228,353.4511,360.8551,15.4029,62.8148,4.8685,0
7.0904,189.476,27564.198,7.7173,326.0082,465.1874,10.4161,,5.8583,0
5.5092,170.9886,22334.6909,11.1724,355.8027,347.8538,19.3533,72.7596,3.5382,0
7.8015,262.5909,19993.5332,9.3729,,467.7598,14.0324,99.6495,6.1648,0
9.7107,185.5039,20881.4454,9.3781,,450.2379,13.8433,94.8295,5.2563,0
5.764,225.6579,39014.3878,6.4129,310.625,377.6739,13.5596,60.1766,3.7022,1
9.5508,206.406,34495.6322,7.6843,343.9475,443.2223,15.6504,82.9269,3.5388,0
,236.1614,19348.7868,9.1282,376.9882,654.1357,11.6325,81.1488,3.9556,0
,124.7102,28087.9472,8.0283,387.525,375.1212,17.0838,82.8779,5.0987,0
7.7143,247.2461,32683.6024,8.3207,243.9927,461.1662,18.7301,85.518,4.4582,0
8.3572,143.6281,20852.1624,3.4319,,421.7044,8.7755,65.0,3.25,1
7.2,150.5255,34555.8788,5.3829,,373.6529,9.7461,38.8582,4.6442,1
3.9423,224.9562,18092.8107,5.0,,337.1993,12.3097,72.2212,4.4342,0
9.0923,212.5686,12478.7867,8.7532,387.208,457.715,15.1308,99.6326,4.4549,0
10.4771,237.2312,15961.6412,5.7729,329.8999,272.2487,15.6609,48.5488,5.4924,0
6.8111,178.8197,20061.6534,7.8808,298.122,322.3097,11.5733,61.9544,3.8945,1
5.2379,174.5565,6582.1667,5.8185,351.4585,454.3701,13.1953,67.6171,3.5086,1
4.6457,247.2221,15524.6618,10.3705,,345.4004,15.6972,79.4838,3.7528,0
,179.1607,34362.385,8.0,295.6431,347.906,8.632,51.9774,2.2082,1
7.262,211.1028,9211.8868,5.5225,345.5283,414.4446,16.403,75.9978,2.9493,1
5.4522,142.6759,22706.8027,8.4344,320.2812,367.7139,16.7183,72.698,3.3882,0
,250.6589,7849.5076,7.7205,289.6136,544.8872,13.5178,,2.9183,0
6.4699,176.108,28510.5461,11.2586,,459.8513,16.3831,89.7001,5.2995,0
8.9234,185.6634,32795.4897,7.1103,,578.2723,17.7925,,4.4594,0
6.171,196.8005,14267.2262,7.9219,291.458,471.5337,4.8241,69.6972,4.1816,1
7.4382,197.5771,3517.5988,4.6282,,422.2065,17.7708,32.5088,3.5872,1
7.5093,240.3791,29132.8823,6.8266,314.7335,524.8964,15.351,68.1801,5.9317,0
5.1458,259.2529,39308.9488,8.403,309.1749,465.8873,12.844,74.5563,6.2714,0
5.6009,208.2868,14866.1026,9.2421,302.1464,425.2614,13.6492,66.7275,4.7678,0
6.5495,191.5413,3933.1319,5.0422,362.4231,469.6367,15.7465,49.637,5.2527,0
,202.4565,29342.9201,8.0298,330.4706,391.5312,16.7651,61.0633,4.2656,0
10.0299,211.2489,33720.3825,5.0122,279.6218,406.5048,13.6149,56.8456,4.5337,0
,196.1109,9285.4811,7.7299,,527.012,14.9617,87.9487,5.0083,0
6.855,237.753,10470.3265,7.5455,,531.9157,24.1496,97.0148,3.6886,0
,176.1917,29673.3638,7.9533,387.0273,554.2485,12.9505,68.2006,4.0756,0
6.3979,226.4155,21721.2633,9.212,357.9129,400.7733,13.8303,69.4228,3.6596,0
4.3437,130.134,29213.7728,8.9875,294.1323,478.7464,14.2234,50.7975,3.4988,1
3.4579,220.8094,32274.5944,3.6007,,434.1756,14.3359,61.5212,4.5411,0
7.3808,204.9563,18308.5334,5.531,,513.239,16.7737,84.4242,4.4149,0
,188.8913,29655.5839,6.4863,,384.9491,15.5021,41.7705,4.5643,0
4.9719,157.6996,21334.0642,3.8706,308.5991,522.6335,13.8758,56.7011,2.8046,1
,160.1992,24769.6661,4.5027,293.9533,407.4981,13.0017,61.0173,4.7312,1
,182.5004,12697.3389,8.7391,,556.4697,16.2459,71.5494,5.2649,0
9.374,219.7155,15788.7764,10.3221,,404.174,13.5852,89.1541,3.9377,0
6.759,199.9255,5355.3405,5.9364,310.8111,530.6153,17.5809,34.7635,2.8598,1
8.2096,179.7728,29979.1283,4.4007,326.9004,439.5904,15.4806,65.4872,3.5532,1
6.3747,174.988,30774.9857,6.0928,321.3572,523.2051,15.5021,97.5327,4.7011,0
7.6781,162.2038,24639.9427,7.1504,,480.3601,15.426,49.4012,5.1583,0
6.6091,128.0475,7132.7605,7.096,316.5667,404.5311,11.9178,73.0973,2.7278,1
8.1339,239.905,36689.4292,9.6382,378.2502,382.3911,20.3168,96.4616,4.2782,0
5.4608,168.4267,14218.9291,5.2896,316.9836,427.1207,13.6363,53.91,2.7926,1
10.4254,194.1718,12846.7478,3.7468,364.4043,376.9239,10.0481,45.4997,3.0831,1
10.2719,188.2843,38220.9002,6.832,363.4579,507.2131,13.7226,71.3159,4.7509,0
7.3658,202.4934,11020.1175,5.4921,318.5713,395.7315,11.4175,71.8758,4.0415,1
4.5254,190.2819,17878.7897,10.1961,381.7005,510.0861,9.786,69.7724,3.5727,0
